[2025-04-05 00:00:47.1834] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:11:57.0023] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:12:57.8137] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:13:58.7462] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:14:59.6132] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:16:00.4870] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:17:01.4261] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:18:02.2772] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:19:03.2084] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:20:04.1550] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:21:05.0764] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:22:06.0388] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:23:06.9352] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:24:07.8511] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
[2025-04-05 00:25:08.7658] [INFO] [Cluster (akka://godgaming)] Cluster Node [akka.tcp://godgaming@127.0.0.1:8091] - Leader can currently not perform its duties, reachability status: [Reachability([akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (11)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (12)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:4055, 1176731692): Unreachable [Unreachable] (1)], [akka.tcp://godgaming@127.0.0.1:8083 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (13)][akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8083, 729885): Unreachable [Unreachable] (25)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8093, 116617470): Reachable [Reachable] (35)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8094, 205184883): Reachable [Reachable] (36)], [akka.tcp://godgaming@127.0.0.1:4055 -> UniqueAddress: (akka.tcp://godgaming@127.0.0.1:8091, 1480143225): Reachable [Reachable] (37)])], member status: [$akka.tcp://godgaming@127.0.0.1:4055 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8083 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8091 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8093 $Up seen=$True, $akka.tcp://godgaming@127.0.0.1:8094 $Up seen=$True] 
